🇨🇳央视频道,#genre#
NEWTV完美游戏,http://127.0.0.1:35455/tptv/GITV-JS-27.m3u8
NEWTV山东,http://127.0.0.1:35455/tptv/GITV-JS-44.m3u8
NEWTV农业致富,http://127.0.0.1:35455/itv/2000000003000000003.m3u8?cdn=hnbblive
NEWTV明星大片,http://127.0.0.1:35455/itv/2000000003000000016.m3u8?cdn=hnbblive
NEWTV魅力潇湘,http://127.0.0.1:35455/itv/1000000001000006197.m3u8?cdn=ystenlive
NEWTV军事评论,http://127.0.0.1:35455/itv/2000000003000000022.m3u8?cdn=hnbblive
NEWTV军旅剧场,http://127.0.0.1:35455/itv/2000000003000000014.m3u8?cdn=hnbblive
NEWTV精品综合,http://127.0.0.1:35455/itv/1000000004000019008.m3u8?cdn=ystenlive
NEWTV精品体育,http://127.0.0.1:35455/itv/1000000004000014634.m3u8?cdn=ystenlive
NEWTV精品萌宠,http://127.0.0.1:35455/itv/1000000006000032328.m3u8?cdn=ystenlive
NEWTV精品纪录,http://127.0.0.1:35455/itv/1000000004000013730.m3u8?cdn=ystenlive
NEWTV精品大剧,http://127.0.0.1:35455/itv/1000000004000013968.m3u8?cdn=ystenlive
NEWTV惊悚悬疑,http://127.0.0.1:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
NEWTV金牌综艺,http://127.0.0.1:35455/itv/1000000004000026167.m3u8?cdn=ystenlive
NEWTV家庭剧场,http://127.0.0.1:35455/itv/1000000004000008284.m3u8?cdn=ystenlive
NEWTV欢乐剧场,http://127.0.0.1:35455/itv/1000000005000266012.m3u8?cdn=ystenlive
NEWTV黑莓动画,http://127.0.0.1:35455/itv/1000000004000021734.m3u8?cdn=ystenlive
NEWTV黑莓动画,http://127.0.0.1:35455/tptv/COSHD-4000k-1080P-htwy.m3u8
NEWTV黑莓电影,http://127.0.0.1:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
NEWTV古装剧场,http://127.0.0.1:35455/itv/2000000003000000024.m3u8?cdn=hnbblive
NEWTV动作电影,http://127.0.0.1:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
NEWTV东北热剧,http://127.0.0.1:35455/itv/1000000005000266013.m3u8?cdn=ystenlive
NEWTV哒啵赛事,http://127.0.0.1:35455/itv/1000000001000003775.m3u8?cdn=ystenlive
NEWTV哒啵电竞,http://127.0.0.1:35455/itv/1000000006000032327.m3u8?cdn=ystenlive
NEWTV潮妈辣婆,http://127.0.0.1:35455/itv/2000000003000000018.m3u8?cdn=hnbblive
NEWTV超级综艺,http://127.0.0.1:35455/itv/1000000006000268002.m3u8?cdn=ystenlive
NEWTV超级体育,http://127.0.0.1:35455/itv/1000000001000009601.m3u8?cdn=ystenlive
NEWTV超级体育,http://127.0.0.1:35455/tptv/GITV-JS-11.m3u8
NEWTV超级电影,http://127.0.0.1:35455/itv/1000000003000012426.m3u8?cdn=ystenlive
NEWTV超级电视剧,http://127.0.0.1:35455/itv/1000000006000268003.m3u8?cdn=ystenlive
NEWTV爱情喜剧,http://127.0.0.1:35455/itv/2000000003000000010.m3u8?cdn=hnbblive
SITV游戏风云,http://127.0.0.1:35455/itv/5000000011000031114.m3u8?cdn=bestzb
SITV生活时尚,http://127.0.0.1:35455/itv/5000000002000019634.m3u8?cdn=bestzb
SITV七彩戏剧,http://127.0.0.1:35455/itv/5000000011000031116.m3u8?cdn=bestzb
SITV魅力足球,http://127.0.0.1:35455/itv/5000000011000031207.m3u8?cdn=bestzb
SITV乐游,http://127.0.0.1:35455/itv/5000000011000031112.m3u8?cdn=bestzb
SITV劲爆体育,http://127.0.0.1:35455/itv/5000000002000029972.m3u8?cdn=bestzb
SITV金色学堂,http://127.0.0.1:35455/itv/5000000010000026105.m3u8?cdn=bestzb
SITV欢笑剧场,http://127.0.0.1:35455/itv/5000000002000009455.m3u8?cdn=bestzb
SITV欢笑剧场,http://127.0.0.1:35455/itv/5000000007000010001.m3u8?cdn=bestzb
SITV法治天地,http://127.0.0.1:35455/itv/9001547084732463424.m3u8?cdn=bestzb
SITV都市剧场,http://127.0.0.1:35455/itv/5000000011000031111.m3u8?cdn=bestzb
SITV动漫秀场,http://127.0.0.1:35455/itv/5000000011000031113.m3u8?cdn=bestzb
IPTV影视剧,http://127.0.0.1:35455/tptv/GITV-JS-1.m3u8
IPTV相声小品,http://127.0.0.1:35455/tptv/GITV-JS-24.m3u8
IHOT爱院线,http://127.0.0.1:35455/itv/6000000006000030630.m3u8?cdn=wasusyt
IHOT爱幼教,http://127.0.0.1:35455/itv/6000000006000180630.m3u8?cdn=wasusyt
IHOT爱悬疑,http://127.0.0.1:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
IHOT爱喜剧,http://127.0.0.1:35455/itv/6000000006000010630.m3u8?cdn=wasusyt
IHOT爱玩具,http://127.0.0.1:35455/itv/6000000006000220630.m3u8?cdn=wasusyt
IHOT爱体育,http://127.0.0.1:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
IHOT爱赛车,http://127.0.0.1:35455/itv/6000000006000240630.m3u8?cdn=wasusyt
IHOT爱青春,http://127.0.0.1:35455/itv/6000000006000100630.m3u8?cdn=wasusyt
IHOT爱奇谈,http://127.0.0.1:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
IHOT爱旅行,http://127.0.0.1:35455/itv/6000000006000250630.m3u8?cdn=wasusyt
IHOT爱猎奇,http://127.0.0.1:35455/tptv/cos-liebing.m3u8
IHOT爱历史,http://127.0.0.1:35455/itv/6000000006000150630.m3u8?cdn=wasusyt
IHOT爱浪漫,http://127.0.0.1:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
IHOT爱科学,http://127.0.0.1:35455/itv/6000000006000160630.m3u8?cdn=wasusyt
IHOT爱科幻,http://127.0.0.1:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
IHOT爱科幻,http://127.0.0.1:35455/tptv/GITV-JS-30.m3u8
IHOT爱经典,http://127.0.0.1:35455/itv/6000000006000060630.m3u8?cdn=wasusyt
IHOT爱怀旧,http://127.0.0.1:35455/itv/6000000006000260630.m3u8?cdn=wasusyt
IHOT爱都市,http://127.0.0.1:35455/itv/6000000006000080630.m3u8?cdn=wasusyt
IHOT爱动漫,http://127.0.0.1:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
IHOT爱谍战,http://127.0.0.1:35455/itv/6000000006000070630.m3u8?cdn=wasusyt
IHOT爱电竞,http://127.0.0.1:35455/itv/6000000006000230630.m3u8?cdn=wasusyt

未知频道,http://127.0.0.1:35455/tptv/pzzonghe.m3u8
未知频道,http://127.0.0.1:35455/tptv/pzzongyi.m3u8
未知频道,http://127.0.0.1:35455/tptv/fanhua.m3u8
未知频道,http://127.0.0.1:35455/tptv/COSHD-4000k-1080P-wenxin.m3u8
未知频道,http://127.0.0.1:35455/tptv/COSHD-4000k-1080P-fbdry.m3u8
未知频道,http://127.0.0.1:35455/tptv/COSHD-4000k-1080P-fczx.m3u8
未知频道,http://127.0.0.1:35455/tptv/COSHD-4000k-1080P-xxnwnw.m3u8
未知频道,http://127.0.0.1:35455/tptv/COSHD-4000k-1080P-dncss.m3u8
未知频道,http://127.0.0.1:35455/tptv/GITV-JS-26.m3u8
未知频道,http://127.0.0.1:35455/tptv/GITV-JS-34.m3u8
未知频道,http://127.0.0.1:35455/tptv/GITV-JS-36.m3u8
未知频道,http://127.0.0.1:35455/tptv/GITV-JS-41.m3u8
未知频道,http://127.0.0.1:35455/tptv/GITV-JS-46.m3u8
未知频道,http://127.0.0.1:35455/tptv/GITV-JS-48.m3u8
未知频道,http://127.0.0.1:35455/tptv/GITV-JS-50.m3u8
