央视频道,#genre#
CCTV16 奥林匹克(1920x1080),https://stream1.freetv.fun/3ecca6f603d160b96d5d51141fb3796b28009ef093f7c03584ffe01a2d1b5339.ctv
CCTV16(1920x1080),https://stream1.freetv.fun/89b9dc1017a0a101b88798c53db4114d2a298d0c6f2a6ec5548fc71731d964fa.m3u8
CCTV16奥林匹克(1920x1080),https://stream1.freetv.fun/c27f34d53afb9383745f0542f8b7a6f3279a784294a98ecb6861ede086e4014f.m3u8
CCTV17 (IPV6)(1920x1080),https://stream1.freetv.fun/1c833919777f43acf40421d84323ca657ef4a71ebaf24bc6eca08afc7d998110.m3u8
CCTV17 (IPV6)(1920x1080),https://stream1.freetv.fun/68c0f4abc31018a06ac27d9629d437775be8d605a072410aaeaebed359fa9dc3.m3u8
CCTV17 (IPV6)(1920x1080),https://stream1.freetv.fun/bdcca851956fa9c70587c678f15dce4fecae83651ca095dbdff14c2b1adc965a.m3u8
CCTV17 (IPV6)(1920x1080),https://stream1.freetv.fun/678eec3ec8151c27eb362dbdc70bce12b75ce22b1ac992114846490317acb2fc.m3u8
CCTV17 (IPV6)(1920x1080),https://stream1.freetv.fun/2dcb0915f9efa1a9d6895edafb8e144553f45f7115399abb19adac5c062ea1c3.m3u8
CCTV17 HD(1920x1080),https://stream1.freetv.fun/b73d322bf758697316116bb73c2ed321c42712c5eda7b53fb722667880a23e91.m3u8
CCTV17 农业农村(1920x1080),https://stream1.freetv.fun/82ab0566db5ae54387251cc96890abd3d2d62fbe1afd8e07250a1a170c839458.m3u8
CCTV17(1920x1080),https://stream1.freetv.fun/726d7415f478ca2386b847ee700fa64261e5e0cb98af747d1c30468bac10d886.m3u8
CCTV17(1920x1080),https://stream1.freetv.fun/a52bb2dcba648751e389ee148c4f8761bcc5dfee4f4ae26ca2713f40448798ad.m3u8
CCTV17(1920x1080),https://stream1.freetv.fun/8eae86d34648931aaef6c6579a8b5b1073b11dfc7538d2a1948150c0f7f9a6d8.ctv
CCTV17(1920x1080),https://stream1.freetv.fun/56dac4200e3130d7d10ba9790ff64603fab7e49398128cd79cdf9613231621b8.m3u8
CCTV17(1920x1080),https://stream1.freetv.fun/b774b537664ff12732d970a36cba048a0e38d32be4914199cceb24c0f059840c.m3u8
CCTV17(1920x1080),https://stream1.freetv.fun/160cf003cfeda7e9286e78b3a61176f8b72a7d5a57d954baf119f68b31876a7a.m3u8
CCTV17(1920x1080),https://stream1.freetv.fun/aeaa66fd4b44bd801207b8730881b4b373535cf8776ae1f3577ebdfeebef0da3.m3u8
CCTV17(1920x1080),https://stream1.freetv.fun/c394d995880bf27fd5c1bc302b873c81bb7bc889692ad8bde03323d6345457ee.ctv
CCTV17(1920x1080),https://stream1.freetv.fun/e267d196e3398aed4fa70c3b1d28501025643d391ee110583f78577b003fb3c3.m3u8
CCTV17(1920x1080),https://stream1.freetv.fun/10f3b80a12fcc9f0c36479727b7f06b613c52ca4a623e064945a9d7a2da5a3e7.m3u8
CCTV17农业(1920x1080),https://stream1.freetv.fun/183e11f14a34db0f128474021d57e0ca75ea0e5e44ea8cb79617faccb6879797.m3u8
CCTV1综合(1280x720),https://stream1.freetv.fun/4669e2d95985f2b9df7690407b9c16ae20864ad0961e7c041bddaa8b97c0e08c.m3u8
CCTV2 (IPV6)(1920x1080),https://stream1.freetv.fun/9098eb144a6519678c67c7c220943e5e78d4c3355191651d2d1d98d32aa7119f.m3u8
CCTV2 (IPV6)(1920x1080),https://stream1.freetv.fun/203d696fce4f1abbd07c332ba040111988b0ff26cbdb3644e6b699984aedf6d4.m3u8
CCTV2 HD(1920x1080),https://stream1.freetv.fun/4a61671e0b192cfaf413c8054bbb6e7496412fe6fa368a6b71321bdb67aa9aa7.ctv
CCTV2 HD(1920x1080),https://stream1.freetv.fun/b066ff56eee229b3e87d996e3c0bf1455fedb0fc4b298e75e824b5523c539374.m3u8
CCTV2 财经(1280x720),https://stream1.freetv.fun/354aeff175e94641ae1b6102700f671074a81e3f01130ccb87da921ef3590dd2.ctv
CCTV2 财经(1280x720),https://stream1.freetv.fun/3fb32afa6d5a38cad2cd24d3297b1d614caa60a2ffeb9528a93626ffc8f4c22c.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/d760ffe72e7c73fb1636d2f2a58c16984f821ad4484a84fca3213d50336d455e.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/33da460bfb36b0723a6f46ed18c72632364b46cc3755029c73c4fb09c9ef3009.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/b33d26b5de59069afc7a55da217a00e8624352badd82b0e27a9d331210b4c69f.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/76afefcfeb97190413a368afca9a94b056f13356be2ceb6614ed5a40c6bb5fe6.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/32c990fec4d3a8e9d9b9c434c1d6fa275953b8e7cc348377e8155bab9cb94b4f.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/87fa416a57cb1779868c81bc1a718249ff78e449177fed8bd117585f9d534ca9.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/bb97645056b742b53c5f5bb9ea4096b227f005a8b653260b68d5be5acd40ed2a.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/ff527ab429475b398670df6d6668a5aa53cda626454127bb410f205af8271411.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/13363c97cb600f621c391cac22935d8b42e90156f459fe53dac80eec1de3f5d8.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/0abf5a5178812fe96ddaae086e062f11fd952a85aa33022b2fbffd6a66acbe18.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/171f66ea633b5f6aa6ddcfcd345d51ffeb27f7f941fda660a1bddd83d8d464c3.m3u8
CCTV2(1920x1080),https://stream1.freetv.fun/5d18a0ef420b87615de65878c9feb103cb77e9729bd5df9e6d88edbc6c716e8a.m3u8
CCTV3 (IPV6)(1920x1080),https://stream1.freetv.fun/e3e917a222f952aee5642c989e2d9743781d2f8f3858447752b7fb510f921734.m3u8
CCTV3 (IPV6)(1920x1080),https://stream1.freetv.fun/6a0849342411c2979989c7c539d8bab80e80eb36a97c4709a9653ee54eca2797.m3u8
CCTV3 (IPV6)(1920x1080),https://stream1.freetv.fun/a0b9a534988899aca47811cceeff5ae005e84cf0e992d9f5938e26c8ae6733bf.m3u8
CCTV3 (IPV6)(1920x1080),https://stream1.freetv.fun/3f109a2dbe9bdf8e5652d95baed8901ae0b19e4b153dd3a2655588dbd231c6e5.m3u8
CCTV3 HD(1920x1080),https://stream1.freetv.fun/aa887c2b6d6959e9044cbf20f5c04151d42493eae03d0779facd620ae5fb1efb.ctv
CCTV3 HD(1920x1080),https://stream1.freetv.fun/02d99b59f03accaeaeacf3604a92fdde865c1f67962bf5763e5c7740355eb13e.m3u8
CCTV3 综艺(1280x720),https://stream1.freetv.fun/2ae570148c2a8b92f02f24971c004d477d5bcd208afe413af729a0d8612942b6.ctv
CCTV3 综艺(1920x1080),https://stream1.freetv.fun/da1c746cf7b5c02bd8c89a54bda703b2dbc00e507756560dc6e13fa2bccdcdd8.m3u8
CCTV3(1920x1080),https://stream1.freetv.fun/b59d334b944437b14f608768dbfd11a5ecec474145d2a65a861bd07905df2465.m3u8
